Week End,Crude Volumes For The Week
04/29/2014,92.66
04/29/2014,73.5
05/06/2014,63.09
05/06/2014,93.95
05/06/2014,72.57
05/13/2014,62.95
05/13/2014,99.55
05/13/2014,74.68
05/20/2014,69.42
05/20/2014,100.54
05/20/2014,78.91
05/27/2014,67.13
05/27/2014,102.91
05/27/2014,79.71
06/03/2014,67.38
06/03/2014,103.67
06/03/2014,88.25
06/10/2014,66.95
06/10/2014,114.88
06/10/2014,93.69
06/17/2014,66.74
06/17/2014,117.15
06/17/2014,91.72
06/24/2014,65.8
06/24/2014,114.89
06/24/2014,96.76
07/01/2014,65.76
07/01/2014,114.16
07/01/2014,92.35
07/08/2014,67.12
07/08/2014,111.53
07/08/2014,90.75
07/15/2014,66.22
07/15/2014,119.17
07/15/2014,90.26
07/22/2014,66.26
07/22/2014,110.84
07/22/2014,90.04
07/29/2014,65.03
07/29/2014,112.93
07/29/2014,94.18
08/05/2014,65.3
08/05/2014,114.58
08/05/2014,98.79
08/12/2014,66.93
08/12/2014,116.75
08/12/2014,98.53
08/19/2014,66.64
08/19/2014,114.39
08/19/2014,97.64
08/26/2014,65.42
08/26/2014,111.12
08/26/2014,100.67
09/02/2014,64.68
09/02/2014,113.74
09/02/2014,95.46
09/09/2014,53.2
09/09/2014,110.11
09/09/2014,90.56
09/16/2014,51.62
09/16/2014,97.11
09/16/2014,84.82
09/23/2014,51.05
09/23/2014,79.91
09/23/2014,87.61
09/30/2014,49.71
09/30/2014,75.57
09/30/2014,91.35
10/07/2014,47.9
10/07/2014,75.52
10/07/2014,95.14
10/14/2014,41.32
10/14/2014,96.0
10/14/2014,98.75
10/21/2014,45.87
10/21/2014,103.93
10/21/2014,99.95
10/28/2014,54.69
10/28/2014,105.66
10/28/2014,98.51
11/04/2014,52.62
11/04/2014,109.81
11/04/2014,101.42
11/11/2014,55.21
11/11/2014,101.27
11/11/2014,97.47
11/18/2014,54.98
11/18/2014,117.73
11/18/2014,96.48
11/25/2014,54.46
11/25/2014,112.63
11/25/2014,98.72
12/02/2014,55.51
12/02/2014,98.78
12/02/2014,92.12
12/09/2014,55.28
12/09/2014,104.74
12/09/2014,94.79
12/16/2014,59.53
12/16/2014,117.02
12/16/2014,97.87
12/23/2014,60.47
12/23/2014,116.73
12/23/2014,99.26
12/30/2014,61.17
12/30/2014,121.87
12/30/2014,101.69
01/06/2015,59.3
01/06/2015,124.43
01/06/2015,100.06
01/13/2015,61.54
01/13/2015,120.62
01/13/2015,96.27
01/20/2015,58.39
01/20/2015,121.6
01/20/2015,94.94
01/27/2015,57.05
01/27/2015,122.32
01/27/2015,95.31
02/03/2015,60.63
02/03/2015,118.85
02/03/2015,94.77
02/10/2015,53.28
02/10/2015,120.71
02/10/2015,98.41
02/17/2015,55.23
02/17/2015,115.58
02/17/2015,99.27
02/24/2015,54.06
02/24/2015,115.69
02/24/2015,91.22
03/03/2015,56.97
03/03/2015,124.5
03/03/2015,89.58
03/10/2015,53.68
03/10/2015,124.7
03/10/2015,91.23
03/17/2015,55.5
03/17/2015,123.76
03/17/2015,87.15
03/24/2015,57.87
03/24/2015,126.75
03/24/2015,86.5
03/31/2015,58.98
03/31/2015,128.03
03/31/2015,84.32
04/07/2015,60.66
04/07/2015,125.18
04/07/2015,69.64
04/14/2015,59.08
04/14/2015,119.12
04/14/2015,68.11
04/21/2015,59.63
04/21/2015,116.41
04/21/2015,71.95
04/28/2015,60.01
04/28/2015,111.38
04/28/2015,72.04
05/05/2015,58.77
05/05/2015,103.4
05/05/2015,70.24
05/12/2015,56.66
05/12/2015,112.44
05/12/2015,74.58
05/19/2015,54.87
05/19/2015,124.21
05/19/2015,80.5
05/26/2015,48.1
05/26/2015,117.25
05/26/2015,89.98
06/02/2015,45.92
06/02/2015,118.34
06/02/2015,91.58
06/09/2015,47.06
06/09/2015,119.34
06/09/2015,96.46
06/16/2015,47.49
06/16/2015,121.39
06/16/2015,98.56
06/23/2015,50.52
06/23/2015,124.49
06/23/2015,97.53
06/30/2015,49.99
06/30/2015,115.85
06/30/2015,96.03
07/07/2015,48.91
07/07/2015,119.35
07/07/2015,98.72
07/14/2015,51.37
07/14/2015,114.54
07/14/2015,97.19
07/21/2015,60.54
07/21/2015,118.74
07/21/2015,97.57
07/28/2015,60.97
07/28/2015,124.94
07/28/2015,98.47
08/04/2015,61.49
08/04/2015,126.91
08/04/2015,99.85
08/11/2015,59.75
08/11/2015,125.16
08/11/2015,98.86
08/18/2015,59.67
08/18/2015,125.08
08/18/2015,100.87
08/25/2015,61.64
08/25/2015,123.6
08/25/2015,102.2
09/01/2015,60.9
09/01/2015,125.58
09/01/2015,92.8
09/08/2015,58.27
09/08/2015,114.29
09/08/2015,93.19
09/15/2015,57.22
09/15/2015,109.99
09/15/2015,81.68
09/22/2015,51.5
09/22/2015,102.13
09/22/2015,85.34
09/29/2015,49.9
09/29/2015,96.47
09/29/2015,91.07
10/06/2015,49.75
10/06/2015,89.93
10/06/2015,92.53
10/13/2015,47.87
10/13/2015,90.29
10/13/2015,93.77
10/20/2015,53.16
10/20/2015,98.17
10/20/2015,92.28
10/27/2015,55.73
10/27/2015,99.83
10/27/2015,94.91
11/03/2015,59.19
11/03/2015,111.98
11/03/2015,92.51
11/10/2015,59.28
11/10/2015,91.48
11/10/2015,96.2
11/17/2015,60.47
11/17/2015,98.28
11/17/2015,98.73
11/24/2015,60.47
11/24/2015,104.14
11/24/2015,98.19
12/01/2015,59.85
12/01/2015,100.52
12/01/2015,85.8
12/08/2015,58.77
12/08/2015,107.69
12/08/2015,88.21
12/15/2015,58.61
12/15/2015,117.68
12/15/2015,94.9
12/22/2015,57.77
12/22/2015,122.57
12/22/2015,91.64
12/29/2015,57.84
12/29/2015,122.62
12/29/2015,91.65
01/05/2016,56.57
01/05/2016,114.84
01/05/2016,93.65
01/12/2016,55.23
01/12/2016,123.05
01/12/2016,93.06
01/19/2016,53.28
01/19/2016,119.85
01/19/2016,95.32
01/26/2016,52.98
01/26/2016,119.83
01/26/2016,96.51
02/02/2016,55.02
02/02/2016,119.03
02/02/2016,94.71
02/09/2016,57.03
02/09/2016,113.63
02/09/2016,92.59
02/16/2016,56.47
02/16/2016,106.31
02/16/2016,92.33
02/23/2016,57.4
02/23/2016,112.23
02/23/2016,92.9
03/01/2016,55.6
03/01/2016,120.37
03/01/2016,93.42
03/08/2016,53.81
03/08/2016,120.39
03/08/2016,93.83
03/15/2016,54.94
03/15/2016,115.91
03/15/2016,95.1
03/22/2016,56.05
03/22/2016,117.82
03/22/2016,97.07
03/29/2016,56.73
03/29/2016,117.7
03/29/2016,88.51
04/05/2016,56.64
04/05/2016,118.75
04/05/2016,85.44
04/12/2016,57.95
04/12/2016,113.25
04/12/2016,85.94
04/19/2016,59.07
04/19/2016,116.28
04/19/2016,82.56
04/26/2016,45.88
04/26/2016,118.05
04/26/2016,76.66
05/03/2016,38.91
05/03/2016,117.87
05/03/2016,63.65
05/10/2016,33.29
05/10/2016,118.84
05/10/2016,54.61
05/17/2016,32.93
05/17/2016,117.17
05/17/2016,55.92
05/24/2016,34.38
05/24/2016,119.87
05/24/2016,52.54
05/31/2016,39.27
05/31/2016,118.67
05/31/2016,48.86
06/07/2016,39.79
06/07/2016,118.25
06/07/2016,45.61
06/14/2016,42.05
06/14/2016,121.85
06/14/2016,68.74
06/21/2016,43.0
06/21/2016,120.83
06/21/2016,85.15
06/28/2016,51.25
06/28/2016,122.19
06/28/2016,94.2
07/05/2016,59.98
07/05/2016,122.51
07/05/2016,99.86
07/12/2016,59.67
07/12/2016,121.95
07/12/2016,100.16
07/19/2016,59.23
07/19/2016,121.31
07/19/2016,97.51
07/26/2016,59.56
07/26/2016,122.76
07/26/2016,102.48
08/02/2016,59.37
08/02/2016,122.41
08/02/2016,100.29
08/09/2016,59.91
08/09/2016,121.24
08/09/2016,95.3
08/16/2016,53.88
08/16/2016,121.61
08/16/2016,101.82
08/23/2016,55.2
08/23/2016,119.29
08/23/2016,104.18
08/30/2016,58.63
08/30/2016,119.79
08/30/2016,103.31
09/06/2016,59.57
09/06/2016,117.93
09/06/2016,97.63
09/13/2016,52.29
09/13/2016,104.89
09/13/2016,92.5
09/20/2016,45.86
09/20/2016,99.32
09/20/2016,93.12
09/27/2016,49.82
09/27/2016,95.91
09/27/2016,91.58
10/04/2016,46.56
10/04/2016,79.89
10/04/2016,90.72
10/11/2016,46.8
10/11/2016,74.7
10/11/2016,94.55
10/18/2016,47.62
10/18/2016,69.58
10/18/2016,100.35
10/25/2016,48.71
10/25/2016,72.83
10/25/2016,100.75
11/01/2016,49.36
11/01/2016,100.47
11/01/2016,102.91
11/08/2016,59.69
11/08/2016,103.08
11/08/2016,100.55
11/15/2016,55.26
11/15/2016,104.3
11/15/2016,100.53
11/22/2016,59.45
11/22/2016,98.2
11/22/2016,96.91
11/29/2016,55.96
11/29/2016,96.46
11/29/2016,76.44
12/06/2016,56.02
12/06/2016,95.01
12/06/2016,79.6
12/13/2016,55.14
12/13/2016,104.83
12/13/2016,78.05
12/20/2016,55.17
12/20/2016,121.21
12/20/2016,77.07
12/27/2016,54.75
12/27/2016,123.73
12/27/2016,74.88
01/03/2017,54.31
01/03/2017,123.97
01/03/2017,75.17
01/10/2017,45.3
01/10/2017,124.03
01/10/2017,77.23
01/17/2017,46.63
01/17/2017,125.63
01/17/2017,94.6
01/24/2017,50.66
01/24/2017,122.32
01/24/2017,97.8
01/31/2017,51.57
01/31/2017,124.19
01/31/2017,83.05
02/07/2017,54.32
02/07/2017,122.58
02/07/2017,78.06
02/14/2017,52.92
02/14/2017,118.77
02/14/2017,81.27
02/21/2017,54.8
02/21/2017,116.7
02/21/2017,77.19
02/28/2017,55.05
02/28/2017,108.67
02/28/2017,82.47
03/07/2017,47.31
03/07/2017,119.11
03/07/2017,82.67
03/14/2017,54.46
03/14/2017,123.87
03/14/2017,78.4
03/21/2017,56.12
03/21/2017,121.76
03/21/2017,76.59
03/28/2017,54.93
03/28/2017,124.61
03/28/2017,72.48
04/04/2017,52.51
04/04/2017,120.72
04/04/2017,69.71
04/11/2017,56.56
04/11/2017,128.01
04/11/2017,67.3
04/18/2017,55.71
04/18/2017,128.46
04/18/2017,60.12
04/25/2017,56.28
04/25/2017,123.0
04/25/2017,57.68
05/02/2017,57.34
05/02/2017,123.83
05/02/2017,51.44
05/09/2017,55.13
05/09/2017,124.71
05/09/2017,48.74
05/16/2017,50.26
05/16/2017,125.7
05/16/2017,63.09
05/23/2017,49.13
05/23/2017,124.51
05/23/2017,70.73
05/30/2017,49.7
05/30/2017,125.77
05/30/2017,67.1
06/06/2017,49.4
06/06/2017,125.03
06/06/2017,71.28
06/13/2017,49.85
06/13/2017,123.05
06/13/2017,75.91
06/20/2017,48.85
06/20/2017,127.94
06/20/2017,78.8
06/27/2017,49.15
06/27/2017,126.61
06/27/2017,93.64
07/04/2017,49.79
07/04/2017,126.07
07/04/2017,95.26
07/11/2017,49.85
07/11/2017,124.02
07/11/2017,99.47
07/18/2017,50.04
07/18/2017,124.22
07/18/2017,91.71
07/25/2017,56.57
07/25/2017,124.21
07/25/2017,94.46
08/01/2017,58.04
08/01/2017,125.14
08/01/2017,99.79
08/08/2017,56.56
08/08/2017,121.51
08/08/2017,98.63
08/15/2017,55.9
08/15/2017,123.2
08/15/2017,101.77
08/22/2017,56.91
08/22/2017,118.67
08/22/2017,103.55
08/29/2017,56.25
08/29/2017,118.77
08/29/2017,102.96
09/05/2017,56.61
09/05/2017,126.34
09/05/2017,102.1
09/12/2017,55.29
09/12/2017,127.05
09/12/2017,100.49
09/19/2017,53.44
09/19/2017,126.42
09/19/2017,101.25
09/26/2017,38.91
09/26/2017,120.84
09/26/2017,99.48
10/03/2017,40.25
10/03/2017,119.1
10/03/2017,102.31
10/10/2017,39.28
10/10/2017,119.49
10/10/2017,100.9
10/17/2017,39.53
10/17/2017,118.07
10/17/2017,98.9
10/24/2017,38.17
10/24/2017,114.65
10/24/2017,96.27
10/31/2017,51.48
10/31/2017,114.7
10/31/2017,98.99
11/07/2017,56.15
11/07/2017,112.64
11/07/2017,99.39
11/14/2017,55.45
11/14/2017,112.65
11/14/2017,100.23
11/21/2017,56.21
11/21/2017,115.38
11/21/2017,100.35
11/28/2017,57.11
11/28/2017,116.18
11/28/2017,98.7
12/05/2017,55.69
12/05/2017,117.43
12/05/2017,93.1
12/12/2017,55.48
12/12/2017,124.03
12/12/2017,94.7
12/19/2017,57.75
12/19/2017,124.56
12/19/2017,94.49
12/26/2017,61.26
12/26/2017,124.8
12/26/2017,99.06
01/02/2018,59.41
01/02/2018,115.86
01/02/2018,96.48
01/09/2018,57.48
01/09/2018,120.04
01/09/2018,99.49
01/16/2018,57.31
01/16/2018,122.7
01/16/2018,105.59
01/23/2018,57.51
01/23/2018,119.24
01/23/2018,103.89
01/30/2018,57.93
01/30/2018,119.25
01/30/2018,102.95
02/06/2018,58.29
02/06/2018,121.61
02/06/2018,98.37
02/13/2018,59.1
02/13/2018,122.65
02/13/2018,94.02
02/20/2018,59.79
02/20/2018,124.09
02/20/2018,94.8
02/27/2018,57.38
02/27/2018,123.61
02/27/2018,92.75
03/06/2018,59.77
03/06/2018,123.86
03/06/2018,89.63
03/13/2018,60.05
03/13/2018,122.97
03/13/2018,90.04
03/20/2018,58.9
03/20/2018,121.26
03/20/2018,89.68
03/27/2018,57.37
03/27/2018,124.8
03/27/2018,86.39
04/03/2018,58.61
04/03/2018,123.2
04/03/2018,80.98
04/10/2018,62.46
04/10/2018,122.06
04/10/2018,55.46
04/17/2018,55.86
04/17/2018,88.6
04/17/2018,47.6
04/24/2018,47.61
04/24/2018,83.27
04/24/2018,49.77
05/01/2018,50.27
05/01/2018,84.43
05/01/2018,53.56
05/08/2018,51.44
05/08/2018,88.1
05/08/2018,60.98
05/15/2018,48.55
05/15/2018,84.31
05/15/2018,70.83
05/22/2018,50.26
05/22/2018,75.4
05/22/2018,68.81
05/29/2018,51.15
05/29/2018,93.15
05/29/2018,71.51
06/05/2018,55.56
06/05/2018,106.86
06/05/2018,78.95
06/12/2018,60.31
06/12/2018,114.85
06/12/2018,78.02
06/19/2018,62.51
06/19/2018,114.5
06/19/2018,76.15
06/26/2018,61.08
06/26/2018,116.13
06/26/2018,79.14
07/03/2018,59.04
07/03/2018,118.29
07/03/2018,86.84
07/10/2018,60.95
07/10/2018,118.63
07/10/2018,95.54
07/17/2018,61.17
07/17/2018,121.38
07/17/2018,97.51
07/24/2018,61.25
07/24/2018,119.35
07/24/2018,95.71
07/31/2018,61.31
07/31/2018,114.09
07/31/2018,93.1
08/07/2018,61.45
08/07/2018,121.31
08/07/2018,98.68
08/14/2018,61.19
08/14/2018,119.92
08/14/2018,94.79
08/21/2018,61.37
08/21/2018,120.56
08/21/2018,88.12
08/28/2018,60.84
08/28/2018,116.7
08/28/2018,97.63
09/04/2018,61.81
09/04/2018,120.85
09/04/2018,101.98
09/11/2018,59.93
09/11/2018,115.55
09/11/2018,99.67
09/18/2018,61.54
09/18/2018,113.13
09/18/2018,99.39
09/25/2018,58.85
09/25/2018,111.67
09/25/2018,98.19
10/02/2018,53.7
10/02/2018,96.97
10/02/2018,99.35
10/09/2018,53.84
10/09/2018,93.76
10/09/2018,100.14
10/16/2018,58.45
10/16/2018,79.37
10/16/2018,100.18
10/23/2018,61.87
10/23/2018,81.18
10/23/2018,101.85
10/30/2018,59.82
10/30/2018,95.38
10/30/2018,102.3
11/06/2018,60.97
11/06/2018,98.99
11/06/2018,101.63
11/13/2018,61.99
11/13/2018,100.17
11/13/2018,100.51
11/20/2018,60.9
11/20/2018,95.74
11/20/2018,100.63
11/27/2018,62.3
11/27/2018,97.1
11/27/2018,96.35
12/04/2018,59.77
12/04/2018,96.33
12/04/2018,97.58
12/11/2018,61.6
12/11/2018,99.0
12/11/2018,90.19
12/18/2018,60.54
12/18/2018,106.49
12/18/2018,96.46
12/25/2018,61.61
12/25/2018,105.96
12/25/2018,97.83
01/01/2019,60.73
01/01/2019,109.13
01/01/2019,98.33
01/08/2019,62.51
01/08/2019,111.38
01/08/2019,95.03
01/15/2019,62.78
01/15/2019,112.94
01/15/2019,97.48
01/22/2019,61.51
01/22/2019,113.73
01/22/2019,91.79
01/29/2019,52.49
01/29/2019,112.41
01/29/2019,91.28
02/05/2019,43.07
02/05/2019,113.74
02/05/2019,95.98
02/12/2019,58.74
02/12/2019,110.79
02/12/2019,94.39
02/19/2019,61.32
02/19/2019,114.83
02/19/2019,97.11
02/26/2019,60.06
02/26/2019,118.64
02/26/2019,97.45
03/05/2019,60.07
03/05/2019,110.06
03/05/2019,97.84
03/12/2019,59.38
03/12/2019,108.35
03/12/2019,98.88
03/19/2019,57.75
03/19/2019,117.77
03/19/2019,97.88
03/26/2019,49.66
03/26/2019,110.04
03/26/2019,98.22
04/02/2019,47.6
04/02/2019,117.73
04/02/2019,94.47
04/09/2019,43.67
04/09/2019,117.71
04/09/2019,86.82
04/16/2019,42.72
04/16/2019,109.76
04/16/2019,80.45
04/23/2019,38.18
04/23/2019,107.01
04/23/2019,81.41
04/30/2019,39.66
04/30/2019,106.76
04/30/2019,81.85
05/07/2019,40.0
05/07/2019,105.64
05/07/2019,81.63
05/14/2019,47.28
05/14/2019,107.95
05/14/2019,84.42
05/21/2019,47.21
05/21/2019,110.66
05/21/2019,89.29
05/28/2019,48.79
05/28/2019,112.12
05/28/2019,92.46
06/04/2019,53.06
06/04/2019,120.15
06/04/2019,99.85
06/11/2019,54.72
06/11/2019,121.59
06/11/2019,100.46
06/18/2019,57.89
06/18/2019,121.78
06/18/2019,96.81
06/25/2019,59.02
06/25/2019,121.99
06/25/2019,94.47
07/02/2019,57.94
07/02/2019,117.97
07/02/2019,97.97
07/09/2019,58.22
07/09/2019,113.86
07/09/2019,96.79
07/16/2019,59.76
07/16/2019,113.87
07/16/2019,100.21
07/23/2019,59.19
07/23/2019,109.96
07/23/2019,100.49
07/30/2019,59.44
07/30/2019,118.46
07/30/2019,101.38
08/06/2019,52.55
08/06/2019,118.36
08/06/2019,102.49
08/13/2019,59.86
08/13/2019,121.66
08/13/2019,101.69
08/20/2019,60.25
08/20/2019,125.28
08/20/2019,100.38
08/27/2019,60.15
08/27/2019,119.83
08/27/2019,101.74
09/03/2019,59.41
09/03/2019,124.47
09/03/2019,99.45
09/10/2019,48.13
09/10/2019,118.78
09/10/2019,98.33
09/17/2019,41.72
09/17/2019,119.74
09/17/2019,99.27
09/24/2019,37.6
09/24/2019,116.99
09/24/2019,98.98
10/01/2019,38.31
10/01/2019,121.69
10/01/2019,95.52
10/08/2019,40.02
10/08/2019,124.68
10/08/2019,96.83
10/15/2019,42.36
10/15/2019,122.87
10/15/2019,94.25
10/22/2019,42.5
10/22/2019,123.84
10/22/2019,94.6
10/29/2019,41.5
10/29/2019,125.31
10/29/2019,93.21
11/05/2019,42.11
11/05/2019,127.26
11/05/2019,93.4
11/12/2019,42.45
11/12/2019,123.8
11/12/2019,96.86
11/19/2019,45.66
11/19/2019,124.57
11/19/2019,94.03
11/26/2019,57.24
11/26/2019,123.82
11/26/2019,102.11
12/03/2019,58.64
12/03/2019,125.35
12/03/2019,100.85
12/10/2019,59.4
12/10/2019,123.17
12/10/2019,98.89
12/17/2019,59.08
12/17/2019,123.05
12/17/2019,97.12
12/24/2019,59.81
12/24/2019,125.18
12/24/2019,96.78
12/31/2019,59.11
12/31/2019,121.71
12/31/2019,99.08
01/07/2020,60.06
01/07/2020,115.94
01/07/2020,99.4
01/14/2020,58.14
01/14/2020,123.36
01/14/2020,101.23
01/21/2020,57.77
01/21/2020,123.5
01/21/2020,92.76
01/28/2020,56.96
01/28/2020,124.7
01/28/2020,88.07
02/04/2020,55.06
02/04/2020,123.04
02/04/2020,89.51
02/11/2020,55.13
02/11/2020,121.57
02/11/2020,88.97
02/18/2020,51.95
02/18/2020,122.11
02/18/2020,90.8
02/25/2020,54.11
02/25/2020,121.96
02/25/2020,89.0
03/03/2020,55.68
03/03/2020,123.9
03/03/2020,91.51
03/10/2020,55.56
03/10/2020,124.24
03/10/2020,93.09
03/17/2020,57.48
03/17/2020,123.32
03/17/2020,93.25
03/24/2020,50.63
03/24/2020,105.52
03/24/2020,90.08
03/31/2020,40.55
03/31/2020,97.1
03/31/2020,78.18
04/07/2020,31.8
04/07/2020,79.64
04/07/2020,69.2
04/14/2020,31.02
04/14/2020,77.94
04/14/2020,65.51
04/21/2020,36.38
04/21/2020,71.76
04/21/2020,70.04
04/28/2020,42.85
04/28/2020,70.64
04/28/2020,75.79
05/05/2020,40.85
05/05/2020,72.84
05/05/2020,82.15
05/12/2020,45.34
05/12/2020,84.2
05/12/2020,77.89
05/19/2020,45.82
05/19/2020,84.33
05/19/2020,75.56
05/26/2020,45.13
05/26/2020,84.0
05/26/2020,74.94
06/02/2020,48.41
06/02/2020,80.42
06/02/2020,77.8
06/09/2020,51.94
06/09/2020,79.63
06/09/2020,71.22
06/16/2020,49.5
06/16/2020,83.03
06/16/2020,61.86
06/23/2020,43.74
06/23/2020,86.54
06/23/2020,72.16
06/30/2020,48.81
06/30/2020,87.15
06/30/2020,82.79
07/07/2020,49.27
07/07/2020,94.34
07/07/2020,85.0
07/14/2020,53.15
07/14/2020,94.18
07/14/2020,81.02
07/21/2020,53.06
07/21/2020,95.63
07/21/2020,77.73
07/28/2020,54.05
07/28/2020,95.0
07/28/2020,78.31
08/04/2020,52.14
08/04/2020,95.1
08/04/2020,79.91
08/11/2020,49.93
08/11/2020,78.32
08/11/2020,81.71
08/18/2020,51.71
08/18/2020,76.24
08/18/2020,80.57
08/25/2020,51.7
08/25/2020,76.28
08/25/2020,81.49
09/01/2020,51.13
09/01/2020,92.47
09/01/2020,88.91
09/08/2020,54.31
09/08/2020,96.71
09/08/2020,89.4
09/15/2020,49.17
09/15/2020,96.65
09/15/2020,92.92
09/22/2020,44.6
09/22/2020,96.71
09/22/2020,101.34
09/29/2020,42.56
09/29/2020,94.57
09/29/2020,98.49
10/06/2020,48.64
10/06/2020,97.17
10/06/2020,97.7
10/13/2020,49.21
10/13/2020,99.0
10/13/2020,96.21
10/20/2020,51.42
10/20/2020,99.8
10/20/2020,94.93
10/27/2020,48.25
10/27/2020,98.32
10/27/2020,99.15
11/03/2020,51.99
11/03/2020,99.4
11/03/2020,99.78
11/10/2020,51.95
11/10/2020,98.7
11/10/2020,97.63
11/17/2020,51.09
11/17/2020,98.72
11/17/2020,96.83
11/24/2020,52.74
11/24/2020,99.87
11/24/2020,94.24
12/01/2020,52.14
12/01/2020,98.72
12/01/2020,91.91
12/08/2020,54.54
12/08/2020,95.75
12/08/2020,88.41
12/15/2020,52.77
12/15/2020,96.37
12/15/2020,91.27
12/22/2020,52.39
12/22/2020,99.49
12/22/2020,92.09
12/29/2020,51.45
12/29/2020,98.02
12/29/2020,91.82
01/05/2021,52.59
01/05/2021,97.61
01/05/2021,90.45
01/12/2021,51.27
01/12/2021,95.9
01/12/2021,86.66
01/19/2021,50.51
01/19/2021,92.19
01/19/2021,90.08
01/26/2021,48.91
01/26/2021,93.36
01/26/2021,90.7
02/02/2021,45.17
02/02/2021,94.29
02/02/2021,91.32
02/09/2021,47.0
02/09/2021,96.72
02/09/2021,89.1
02/16/2021,47.39
02/16/2021,99.83
02/16/2021,90.63
02/23/2021,49.78
02/23/2021,101.79
02/23/2021,90.48
03/02/2021,51.19
03/02/2021,101.59
03/02/2021,92.89
03/09/2021,51.1
03/09/2021,101.1
03/09/2021,94.69
03/16/2021,46.14
03/16/2021,99.36
03/16/2021,95.08
03/23/2021,49.32
03/23/2021,97.16
03/23/2021,96.57
03/30/2021,53.7
03/30/2021,94.05
03/30/2021,95.71
04/06/2021,52.48
04/06/2021,91.19
04/06/2021,93.28
04/13/2021,55.86
04/13/2021,92.38
04/13/2021,84.75
04/20/2021,58.83
04/20/2021,76.2
04/20/2021,58.51
04/27/2021,55.26
04/27/2021,75.73
04/27/2021,46.12
05/04/2021,57.67
05/04/2021,75.99
05/04/2021,49.19
05/11/2021,59.39
05/11/2021,76.76
05/11/2021,51.29
05/18/2021,60.73
05/18/2021,84.43
05/18/2021,50.56
05/25/2021,60.36
05/25/2021,84.14
05/25/2021,65.5
06/01/2021,62.16
06/01/2021,95.02
06/01/2021,71.63
06/08/2021,62.16
06/08/2021,96.01
06/08/2021,88.62
06/15/2021,59.4
06/15/2021,102.51
06/15/2021,94.26
06/22/2021,62.46
06/22/2021,104.53
06/22/2021,98.26
06/29/2021,60.5
06/29/2021,95.74
06/29/2021,99.28
07/06/2021,60.0
07/06/2021,100.57
07/06/2021,96.44
07/13/2021,61.71
07/13/2021,98.53
07/13/2021,97.72
07/20/2021,60.95
07/20/2021,98.3
07/20/2021,97.75
07/27/2021,60.62
07/27/2021,102.24
07/27/2021,98.68
08/03/2021,59.8
08/03/2021,101.41
08/03/2021,101.9
08/10/2021,60.0
08/10/2021,101.32
08/10/2021,99.25
08/17/2021,60.54
08/17/2021,98.88
08/17/2021,101.26
08/24/2021,60.1
08/24/2021,98.28
08/24/2021,99.61
08/31/2021,60.4
08/31/2021,100.08
08/31/2021,94.24
09/07/2021,61.14
09/07/2021,101.68
09/07/2021,86.59
09/14/2021,60.09
09/14/2021,101.89
09/14/2021,89.14
09/21/2021,58.81
09/21/2021,84.38
09/21/2021,90.46
09/28/2021,58.59
09/28/2021,70.1
09/28/2021,91.8
10/05/2021,58.06
10/05/2021,75.64
10/05/2021,87.38
10/12/2021,60.13
10/12/2021,78.61
10/12/2021,82.13
10/19/2021,60.91
10/19/2021,78.87
10/19/2021,85.85
10/26/2021,61.64
10/26/2021,77.11
10/26/2021,97.79
11/02/2021,60.42
11/02/2021,85.83
11/02/2021,92.69
11/09/2021,61.63
11/09/2021,102.22
11/09/2021,98.65
11/16/2021,61.34
11/16/2021,104.33
11/16/2021,97.74
11/23/2021,61.91
11/23/2021,103.39
11/23/2021,96.75
11/30/2021,62.16
11/30/2021,104.63
11/30/2021,95.44
12/07/2021,60.05
12/07/2021,105.27
12/07/2021,95.2
12/14/2021,51.47
12/14/2021,105.07
12/14/2021,95.04
12/21/2021,60.99
12/21/2021,104.76
12/21/2021,93.25
12/28/2021,61.07
12/28/2021,102.33
12/28/2021,94.41
01/04/2022,60.29
01/04/2022,103.62
01/04/2022,97.78
01/11/2022,59.64
01/11/2022,105.23
01/11/2022,96.21
01/18/2022,59.77
01/18/2022,102.22
01/18/2022,98.56
01/25/2022,59.33
01/25/2022,96.31
01/25/2022,94.73
02/01/2022,56.89
02/01/2022,104.49
02/01/2022,89.53
02/08/2022,53.04
02/08/2022,104.35
02/08/2022,93.53
02/15/2022,58.15
02/15/2022,104.39
02/15/2022,95.88
02/22/2022,58.65
02/22/2022,103.51
02/22/2022,94.44
03/01/2022,60.46
03/01/2022,105.39
03/01/2022,93.67
03/08/2022,60.66
03/08/2022,102.69
03/08/2022,93.16
03/15/2022,60.55
03/15/2022,103.46
03/15/2022,93.79
03/22/2022,49.58
03/22/2022,103.15
03/22/2022,96.98
03/29/2022,36.54
03/29/2022,101.73
03/29/2022,97.97
04/05/2022,36.65
04/05/2022,102.87
04/05/2022,94.52
04/12/2022,41.82
04/12/2022,102.04
04/12/2022,90.77
04/19/2022,45.96
04/19/2022,94.08
04/19/2022,80.95
04/26/2022,48.54
04/26/2022,87.65
04/26/2022,79.49
05/03/2022,52.71
05/03/2022,91.17
05/03/2022,79.18
05/10/2022,56.73
05/10/2022,97.14
05/10/2022,74.54
05/17/2022,57.25
05/17/2022,101.6
05/17/2022,80.58
05/24/2022,56.63
05/24/2022,101.62
05/24/2022,79.26
05/31/2022,58.36
05/31/2022,100.42
05/31/2022,75.66
06/07/2022,57.34
06/07/2022,100.68
06/07/2022,83.29
